"","Subject","Stem","StimulusType","FirstResponse","SecondResponse","ThirdResponse","Onset","ClusterOnset","PossibleWithB","Place","Manner","StressStimulus","Gender","Age","AgeGroup","EducationLevel","EducationField","SubjectGroup"
"112","A11","cav","verb","O",NA,NA,"c","no",TRUE,"dental","affricate","root","female",21,"young","Higher","Humanities","A"
"113","A11","zhaxl","verb","OB",NA,NA,"zh","no",TRUE,"alveopalatal","fricative","root","female",21,"young","Higher","Humanities","A"
"114","A11","nokr","verb","OB",NA,NA,"n","no",TRUE,"dental","sonorant","root","female",21,"young","Higher","Humanities","A"
"115","A11","dukt","verb","OB",NA,NA,"d","no",TRUE,"dental","stop","root","female",21,"young","Higher","Humanities","A"
"116","A11","tov","verb","OB",NA,NA,"t","no",TRUE,"dental","stop","root","female",21,"young","Higher","Humanities","A"
"117","A11","shadr","verb","O",NA,NA,"sh","no",TRUE,"alveopalatal","fricative","root","female",21,"young","Higher","Humanities","A"
"118","A11","jal","verb","OB",NA,NA,"j","no",TRUE,"alveopalatal","sonorant","root","female",21,"young","Higher","Humanities","A"
"119","A11","gnor","verb","O",NA,NA,"gn","yes",TRUE,"velar","stop","root","female",21,"young","Higher","Humanities","A"
"120","A11","lopr","verb","OB",NA,NA,"l","no",TRUE,"dental","sonorant","root","female",21,"young","Higher","Humanities","A"
"121","A11","pur","verb","OB",NA,NA,"p","no",TRUE,"labial","stop","root","female",21,"young","Higher","Humanities","A"
"122","A11","tul","verb","OB",NA,NA,"t","no",TRUE,"dental","stop","root","female",21,"young","Higher","Humanities","A"
"123","A11","nad","verb","O",NA,NA,"n","no",TRUE,"dental","sonorant","root","female",21,"young","Higher","Humanities","A"
"124","A11","shakl","verb","O",NA,NA,"sh","no",TRUE,"alveopalatal","fricative","root","female",21,"young","Higher","Humanities","A"
"125","A11","kochl","verb","O","OB",NA,"k","no",TRUE,"velar","stop","root","female",21,"young","Higher","Humanities","A"
"126","A11","vurl","verb","O",NA,NA,"v","no",TRUE,"labial","fricative","root","female",21,"young","Higher","Humanities","A"
"127","A11","lus","verb","O","OB",NA,"l","no",TRUE,"dental","sonorant","root","female",21,"young","Higher","Humanities","A"
"128","A11","moml","verb","O",NA,NA,"m","no",TRUE,"labial","sonorant","root","female",21,"young","Higher","Humanities","A"
"129","A11","jup","verb","OB",NA,NA,"j","no",TRUE,"alveopalatal","sonorant","root","female",21,"young","Higher","Humanities","A"
"130","A11","zup","verb","OB",NA,NA,"z","no",TRUE,"dental","fricative","root","female",21,"young","Higher","Humanities","A"
"131","A11","rogl","verb","OB",NA,NA,"r","no",TRUE,"dental","sonorant","root","female",21,"young","Higher","Humanities","A"
"132","A11","zhgav","verb","O",NA,NA,"zhg","yes",FALSE,"alveopalatal","fricative","root","female",21,"young","Higher","Humanities","A"
"133","A11","patl","verb","OB",NA,NA,"p","no",TRUE,"labial","stop","root","female",21,"young","Higher","Humanities","A"
"134","A11","murl","verb","O",NA,NA,"m","no",TRUE,"labial","sonorant","root","female",21,"young","Higher","Humanities","A"
"135","A11","tkab","verb","O",NA,NA,"tk","yes",FALSE,"dental","stop","root","female",21,"young","Higher","Humanities","A"
"136","A11","xop","verb","OB",NA,NA,"x","no",TRUE,"velar","fricative","root","female",21,"young","Higher","Humanities","A"
"137","A11","kamp","verb","O",NA,NA,"k","no",TRUE,"velar","stop","root","female",21,"young","Higher","Humanities","A"
"138","A11","sagl","verb","O",NA,NA,"s","no",TRUE,"dental","fricative","root","female",21,"young","Higher","Humanities","A"
"140","A12","spul","verb","O",NA,NA,"sp","yes",TRUE,"dental","fricative","root","female",55,"oldest","Higher","Humanities","A"
"141","A12","vurl","verb","OB",NA,NA,"v","no",TRUE,"labial","fricative","root","female",55,"oldest","Higher","Humanities","A"
"143","A12","skol","verb","O",NA,NA,"sk","yes",TRUE,"dental","fricative","root","female",55,"oldest","Higher","Humanities","A"
"144","A12","zhrap","verb","OB",NA,NA,"zhr","yes",FALSE,"alveopalatal","fricative","root","female",55,"oldest","Higher","Humanities","A"
"145","A12","bukl","verb","OB",NA,NA,"b","no",TRUE,"labial","stop","root","female",55,"oldest","Higher","Humanities","A"
"147","A12","xushn","verb","OB",NA,NA,"x","no",TRUE,"velar","fricative","root","female",55,"oldest","Higher","Humanities","A"
"148","A12","shadr","verb","OB",NA,NA,"sh","no",TRUE,"alveopalatal","fricative","root","female",55,"oldest","Higher","Humanities","A"
"149","A12","daml","verb","O",NA,NA,"d","no",TRUE,"dental","stop","root","female",55,"oldest","Higher","Humanities","A"
"152","A12","tkab","verb","OB",NA,NA,"tk","yes",FALSE,"dental","stop","root","female",55,"oldest","Higher","Humanities","A"
"153","A12","chav","verb","OB",NA,NA,"ch","no",TRUE,"alveopalatal","affricate","root","female",55,"oldest","Higher","Humanities","A"
"154","A12","zhaxl","verb","OB",NA,NA,"zh","no",TRUE,"alveopalatal","fricative","root","female",55,"oldest","Higher","Humanities","A"
"155","A12","cav","verb","OB",NA,NA,"c","no",TRUE,"dental","affricate","root","female",55,"oldest","Higher","Humanities","A"
"156","A12","chtus","verb","O",NA,NA,"chr","yes",FALSE,"alveopalatal","affricate","root","female",55,"oldest","Higher","Humanities","A"
"157","A12","dukt","verb","OB",NA,NA,"d","no",TRUE,"dental","stop","root","female",55,"oldest","Higher","Humanities","A"
"158","A12","zhuskl","verb","O",NA,NA,"zh","no",TRUE,"alveopalatal","fricative","root","female",55,"oldest","Higher","Humanities","A"
"159","A12","chup","verb","OB",NA,NA,"ch","no",TRUE,"alveopalatal","affricate","root","female",55,"oldest","Higher","Humanities","A"
"160","A12","sagl","verb","OB",NA,NA,"s","no",TRUE,"dental","fricative","root","female",55,"oldest","Higher","Humanities","A"
"161","A12","gab","verb","OB",NA,NA,"g","no",TRUE,"velar","stop","root","female",55,"oldest","Higher","Humanities","A"
"162","A12","gnor","verb","O",NA,NA,"gn","yes",TRUE,"velar","stop","root","female",55,"oldest","Higher","Humanities","A"
"163","A12","tul","verb","OB",NA,NA,"t","no",TRUE,"dental","stop","root","female",55,"oldest","Higher","Humanities","A"
"164","A12","pur","verb","OB",NA,NA,"p","no",TRUE,"labial","stop","root","female",55,"oldest","Higher","Humanities","A"
"165","A12","shakl","verb","OB",NA,NA,"sh","no",TRUE,"alveopalatal","fricative","root","female",55,"oldest","Higher","Humanities","A"
"166","A12","razhn","verb","OB",NA,NA,"r","no",TRUE,"dental","sonorant","root","female",55,"oldest","Higher","Humanities","A"
"167","A12","bost","verb","O",NA,NA,"b","no",TRUE,"labial","stop","root","female",55,"oldest","Higher","Humanities","A"
"169","A12","guzv","verb","OB",NA,NA,"g","no",TRUE,"velar","stop","root","female",55,"oldest","Higher","Humanities","A"
"170","A12","xop","verb","OB",NA,NA,"x","no",TRUE,"velar","fricative","root","female",55,"oldest","Higher","Humanities","A"
"171","A12","moml","verb","O",NA,NA,"m","no",TRUE,"labial","sonorant","root","female",55,"oldest","Higher","Humanities","A"
"172","A12","zup","verb","OB",NA,NA,"z","no",TRUE,"dental","fricative","root","female",55,"oldest","Higher","Humanities","A"
"177","A12","murl","verb","OB",NA,NA,"m","no",TRUE,"labial","sonorant","root","female",55,"oldest","Higher","Humanities","A"
"178","A12","jup","verb","OB",NA,NA,"j","no",TRUE,"alveopalatal","sonorant","root","female",55,"oldest","Higher","Humanities","A"
"179","A12","kochl","verb","O",NA,NA,"k","no",TRUE,"velar","stop","root","female",55,"oldest","Higher","Humanities","A"
"180","A12","lus","verb","OB",NA,NA,"l","no",TRUE,"dental","sonorant","root","female",55,"oldest","Higher","Humanities","A"
"181","A12","tov","verb","OB",NA,NA,"t","no",TRUE,"dental","stop","root","female",55,"oldest","Higher","Humanities","A"
"182","A12","nokr","verb","OB",NA,NA,"n","no",TRUE,"dental","sonorant","root","female",55,"oldest","Higher","Humanities","A"
"185","A13","vurl","verb","O",NA,NA,"v","no",TRUE,"labial","fricative","root","male",29,"young","Higher","Science","A"
"186","A13","gab","verb","O",NA,NA,"g","no",TRUE,"velar","stop","root","male",29,"young","Higher","Science","A"
"187","A13","shchul","verb","OB",NA,NA,"shch","no",TRUE,"alveopalatal","fricative","root","male",29,"young","Higher","Science","A"
"188","A13","zhrap","verb","O",NA,NA,"zhr","yes",FALSE,"alveopalatal","fricative","root","male",29,"young","Higher","Science","A"
"189","A13","vazhd","verb","O",NA,NA,"v","no",TRUE,"labial","fricative","root","male",29,"young","Higher","Science","A"
"190","A13","zhgav","verb","O",NA,NA,"zhg","yes",FALSE,"alveopalatal","fricative","root","male",29,"young","Higher","Science","A"
"191","A13","daml","verb","OB",NA,NA,"d","no",TRUE,"dental","stop","root","male",29,"young","Higher","Science","A"
"192","A13","bukl","verb","OB",NA,NA,"b","no",TRUE,"labial","stop","root","male",29,"young","Higher","Science","A"
"195","A13","sur","verb","OB",NA,NA,"s","no",TRUE,"dental","fricative","root","male",29,"young","Higher","Science","A"
"196","A13","guzv","verb","OB",NA,NA,"g","no",TRUE,"velar","stop","root","male",29,"young","Higher","Science","A"
"197","A13","dukt","verb","O",NA,NA,"d","no",TRUE,"dental","stop","root","male",29,"young","Higher","Science","A"
"198","A13","zhuskl","verb","O",NA,NA,"zh","no",TRUE,"alveopalatal","fricative","root","male",29,"young","Higher","Science","A"
"200","A13","jal","verb","OB",NA,NA,"j","no",TRUE,"alveopalatal","sonorant","root","male",29,"young","Higher","Science","A"
"202","A13","lopr","verb","O",NA,NA,"l","no",TRUE,"dental","sonorant","root","male",29,"young","Higher","Science","A"
"203","A13","chup","verb","O",NA,NA,"ch","no",TRUE,"alveopalatal","affricate","root","male",29,"young","Higher","Science","A"
"206","A13","gnor","verb","OB",NA,NA,"gn","yes",TRUE,"velar","stop","root","male",29,"young","Higher","Science","A"
"207","A13","tul","verb","OB",NA,NA,"t","no",TRUE,"dental","stop","root","male",29,"young","Higher","Science","A"
"208","A13","kochl","verb","O",NA,NA,"k","no",TRUE,"velar","stop","root","male",29,"young","Higher","Science","A"
"209","A13","chtus","verb","O",NA,NA,"chr","yes",FALSE,"alveopalatal","affricate","root","male",29,"young","Higher","Science","A"
"210","A13","chav","verb","O",NA,NA,"ch","no",TRUE,"alveopalatal","affricate","root","male",29,"young","Higher","Science","A"
"211","A13","nad","verb","OB",NA,NA,"n","no",TRUE,"dental","sonorant","root","male",29,"young","Higher","Science","A"
"212","A13","cav","verb","O",NA,NA,"c","no",TRUE,"dental","affricate","root","male",29,"young","Higher","Science","A"
"213","A13","sagl","verb","OB",NA,NA,"s","no",TRUE,"dental","fricative","root","male",29,"young","Higher","Science","A"
"214","A13","shadr","verb","OB",NA,NA,"sh","no",TRUE,"alveopalatal","fricative","root","male",29,"young","Higher","Science","A"
"215","A13","nokr","verb","O",NA,NA,"n","no",TRUE,"dental","sonorant","root","male",29,"young","Higher","Science","A"
"217","A13","pur","verb","O",NA,NA,"p","no",TRUE,"labial","stop","root","male",29,"young","Higher","Science","A"
"218","A13","znup","verb","OB",NA,NA,"zn","yes",TRUE,"dental","fricative","root","male",29,"young","Higher","Science","A"
"219","A13","zopr","verb","O",NA,NA,"z","no",TRUE,"dental","fricative","root","male",29,"young","Higher","Science","A"
"220","A13","jup","verb","OB",NA,NA,"j","no",TRUE,"alveopalatal","sonorant","root","male",29,"young","Higher","Science","A"
"221","A13","patl","verb","O",NA,NA,"p","no",TRUE,"labial","stop","root","male",29,"young","Higher","Science","A"
"222","A13","shakl","verb","O",NA,NA,"sh","no",TRUE,"alveopalatal","fricative","root","male",29,"young","Higher","Science","A"
"224","A13","murl","verb","OB",NA,NA,"m","no",TRUE,"labial","sonorant","root","male",29,"young","Higher","Science","A"
"225","A13","moml","verb","O",NA,NA,"m","no",TRUE,"labial","sonorant","root","male",29,"young","Higher","Science","A"
"227","A13","kamp","verb","OB",NA,NA,"k","no",TRUE,"velar","stop","root","male",29,"young","Higher","Science","A"
"228","A13","rogl","verb","OB",NA,NA,"r","no",TRUE,"dental","sonorant","root","male",29,"young","Higher","Science","A"
"229","A13","zhaxl","verb","O",NA,NA,"zh","no",TRUE,"alveopalatal","fricative","root","male",29,"young","Higher","Science","A"
"230","A13","lus","verb","OB",NA,NA,"l","no",TRUE,"dental","sonorant","root","male",29,"young","Higher","Science","A"
"231","A14","chtus","verb","O",NA,NA,"chr","yes",FALSE,"alveopalatal","affricate","root","male",26,"young","Higher","Humanities","A"
"232","A14","gab","verb","O",NA,NA,"g","no",TRUE,"velar","stop","root","male",26,"young","Higher","Humanities","A"
"233","A14","vurl","verb","O",NA,NA,"v","no",TRUE,"labial","fricative","root","male",26,"young","Higher","Humanities","A"
"234","A14","shchul","verb","O",NA,NA,"shch","no",TRUE,"alveopalatal","fricative","root","male",26,"young","Higher","Humanities","A"
"235","A14","spul","verb","OB",NA,NA,"sp","yes",TRUE,"dental","fricative","root","male",26,"young","Higher","Humanities","A"
"236","A14","bukl","verb","O",NA,NA,"b","no",TRUE,"labial","stop","root","male",26,"young","Higher","Humanities","A"
"237","A14","razhn","verb","OB",NA,NA,"r","no",TRUE,"dental","sonorant","root","male",26,"young","Higher","Humanities","A"
"238","A14","guzv","verb","O",NA,NA,"g","no",TRUE,"velar","stop","root","male",26,"young","Higher","Humanities","A"
"239","A14","dukt","verb","OB",NA,NA,"d","no",TRUE,"dental","stop","root","male",26,"young","Higher","Humanities","A"
"240","A14","zhaxl","verb","O",NA,NA,"zh","no",TRUE,"alveopalatal","fricative","root","male",26,"young","Higher","Humanities","A"
"241","A14","skol","verb","O",NA,NA,"sk","yes",TRUE,"dental","fricative","root","male",26,"young","Higher","Humanities","A"
"242","A14","vazhd","verb","OB",NA,NA,"v","no",TRUE,"labial","fricative","root","male",26,"young","Higher","Humanities","A"
"243","A14","kamp","verb","OB",NA,NA,"k","no",TRUE,"velar","stop","root","male",26,"young","Higher","Humanities","A"
"244","A14","daml","verb","OB",NA,NA,"d","no",TRUE,"dental","stop","root","male",26,"young","Higher","Humanities","A"
"245","A14","xushn","verb","O",NA,NA,"x","no",TRUE,"velar","fricative","root","male",26,"young","Higher","Humanities","A"
"246","A14","zhgav","verb","O",NA,NA,"zhg","yes",FALSE,"alveopalatal","fricative","root","male",26,"young","Higher","Humanities","A"
